ID	STRING
HMR_3114	[1.0][m00872][m] + [1.0][m01597][m] => [1.0][m01261][m] + [1.0][m02941][m]
HMR_2194	[1.0][m00057][c] + [1.0][m02039][c] + [1.0][m02555][c] => [1.0][m02554][c] + [1.0][m02941][c]
HMR_2447	[1.0][m00311][c] + [1.0][m02039][c] + [1.0][m01824][c] <=> [1.0][m00312][c] + [1.0][m01826][c]
HMR_2444	[1.0][m00362][c] + [1.0][m02695][c] <=> [1.0][m00363][c]
HMR_2445	[1.0][m00313][c] <=> [1.0][m00363][c]
HMR_7962	[1.0][m03109][r] + [1.0][m01790][r] => [1.0][m03106][r] + [1.0][m01795][r]
HMR_7963	[1.0][m01795][c] <=> [1.0][m01795][r]
HMR_2440	[1.0][m02630][c] + [1.0][m02387][c] => [1.0][m00337][c]
HMR_2193	[1.0][m00793][c] => [1.0][m00057][c] + [1.0][m02040][c]
HMR_2448	[1.0][m00311][c] <=> [1.0][m02641][c] + [1.0][m03036][c]
HMR_2449	[1.0][m00311][c] + [1.0][m02040][c] => [1.0][m01218][c] + [1.0][m02147][c]
HMR_6569	[1.0][m00524][c] + [1.0][m02040][c] => [1.0][m00528][c] + [1.0][m02751][c]
HMR_6568	[1.0][m00523][c] + [1.0][m01371][c] => [1.0][m00521][c] + [1.0][m01285][c]
HMR_6561	[1.0][m00526][c] + [1.0][m02040][c] => [1.0][m00530][c] + [1.0][m02751][c]
HMR_6560	[1.0][m01718][c] + [1.0][m02040][c] => [1.0][m00526][c] + [1.0][m02751][c]
HMR_6563	[1.0][m01371][c] + [1.0][m01718][c] => [1.0][m00522][c] + [1.0][m01285][c]
HMR_6562	[1.0][m00530][c] + [1.0][m02040][c] => [1.0][m02751][c] + [1.0][m02171][c]
HMR_6565	[1.0][m00522][c] + [1.0][m02040][c] => [1.0][m00524][c] + [1.0][m02751][c]
HMR_6564	[1.0][m00522][c] + [1.0][m02040][c] => [1.0][m01718][c] + [1.0][m02751][c]
HMR_6567	[1.0][m00524][c] + [1.0][m01371][c] => [1.0][m00523][c] + [1.0][m01285][c]
HMR_6566	[1.0][m00524][c] + [1.0][m01371][c] => [1.0][m00522][c] + [1.0][m01285][c]
HMR_0976	[1.0][m01126][c] + [2.0][m02039][c] + [1.0][m02630][c] => [1.0][m01123][c] + [1.0][m02040][c]
HMR_0971	[1.0][m01040][c] + [2.0][m02039][c] + [1.0][m02630][c] => [1.0][m01050][c] + [1.0][m02040][c]
HMR_0973	[1.0][m01040][c] + [1.0][m02554][c] <=> [1.0][m01126][c] + [1.0][m02039][c] + [1.0][m02555][c]
HMR_0979	[1.0][m01123][c] <=> [1.0][m01124][c]
HMR_7618	[1.0][m02040][c] + [1.0][m00218][c] => [1.0][m02751][c] + [1.0][m00206][c]
HMR_7619	[1.0][m02682][c] + [1.0][m00206][c] <=> [1.0][m02681][c] + [1.0][m00217][c]
HMR_2228	[1.0][m02442][c] + [1.0][m02773][c] => [1.0][m00898][c] + [1.0][m01596][c] + [1.0][m00184][c]
HMR_2229	[1.0][m00898][c] + [1.0][m02039][c] + [1.0][m02555][c] => [1.0][m00796][c] + [1.0][m02554][c]
HMR_2998	[1.0][m00119][r] + [1.0][m01334][r] + [1.0][m02759][r] <=> [1.0][m01371][r] + [1.0][m01597][r] + [1.0][m01291][r]
HMR_2999	[1.0][m00132][r] + [1.0][m01371][r] + [1.0][m01597][r] <=> [1.0][m00131][r] + [1.0][m01334][r] + [1.0][m02759][r]
HMR_7610	[1.0][m00513][c] + [1.0][m01425][c] <=> [1.0][m00626][c] + [1.0][m01590][c]
HMR_7611	[1.0][m00626][c] + [1.0][m02040][c] => [1.0][m00549][c] + [1.0][m01252][c]
HMR_2996	[1.0][m01334][r] + [1.0][m02759][r] + [1.0][m01364][r] <=> [1.0][m01371][r] + [1.0][m01597][r] + [1.0][m01362][r]
HMR_7613	[1.0][m00549][c] + [1.0][m01261][c] => [1.0][m00626][c] + [1.0][m01597][c]
HMR_7614	[1.0][m00549][c] + [1.0][m01276][c] => [1.0][m00560][c] + [1.0][m01597][c]
HMR_7615	[1.0][m00560][c] + [1.0][m02040][c] => [1.0][m00549][c] + [1.0][m01814][c]
HMR_7616	[1.0][m03101][c] => [1.0][m02040][c] + [1.0][m00206][c]
HMR_7617	[1.0][m01371][c] + [1.0][m00206][c] => [1.0][m01285][c] + [1.0][m00218][c]
HMR_5133	[1.0][m01371][c] + [1.0][m01369][c] + [1.0][m03065][c] => [1.0][m01334][c] + [1.0][m02341][c] + [1.0][m02759][c]
HMR_6699	[1.0][m02624][c] <=> [1.0][m02178][c]
HMR_6697	[1.0][m02624][c] <=> [1.0][m02179][c]
HMR_6695	[1.0][m02624][c] <=> [1.0][m02176][c]
HMR_6694	[1.0][m02624][c] <=> [1.0][m02177][c]
HMR_6693	[1.0][m01247][c] + [1.0][m02040][c] <=> [1.0][m02624][c] + [1.0][m02729][c]
HMR_6692	[1.0][m01248][c] + [1.0][m01802][c] <=> [1.0][m01247][c] + [1.0][m01803][c]
HMR_6691	[1.0][m01248][c] + [1.0][m02040][c] <=> [1.0][m01346][c] + [1.0][m02039][c] + [1.0][m02832][c]
HMR_6690	[1.0][m01346][c] + [1.0][m02039][c] + [1.0][m02040][c] <=> [1.0][m02685][c] + [1.0][m02832][c]
HMR_3713	[1.0][m02040][r] + [1.0][m01462][r] => [1.0][m01450][r] + [1.0][m01583][r]
HMR_6964	[1.0][m02040][p] + [1.0][m02501][p] + [1.0][m02630][p] => [1.0][m02041][p] + [1.0][m02503][p] + [1.0][m01250][p]
HMR_9168	[1.0][m01962][x] <=> [1.0][m01962][s]
HMR_9169	[1.0][m02885][x] <=> [1.0][m02885][s]
HMR_4128	[1.0][m03107][c] <=> [1.0][m03108][c]
HMR_4127	[1.0][m02040][c] + [1.0][m03108][c] => [1.0][m03114][c] + [1.0][m01967][c]
HMR_4126	[1.0][m03112][r] + [1.0][m03114][c] => [1.0][m03112][c] + [1.0][m03114][r]
HMR_4125	[1.0][m03112][c] + [1.0][m03114][g] <=> [1.0][m03112][g] + [1.0][m03114][c]
HMR_4124	[1.0][m03109][r] => [1.0][m01596][r] + [1.0][m03112][r]
HMR_4123	[1.0][m03109][c] <=> [1.0][m03109][r]
HMR_4122	[1.0][m02040][c] + [2.0][m02552][c] + [1.0][m03108][c] => [2.0][m02039][c] + [2.0][m02553][c] + [1.0][m03109][c]
HMR_4121	[2.0][m02026][m] + [1.0][m02041][m] => [1.0][m02027][m] + [2.0][m02040][m]
HMR_4120	[2.0][m02026][s] + [1.0][m02041][s] => [1.0][m02027][s] + [2.0][m02040][s]
HMR_1759	[1.0][m00743][c] => [1.0][m00743][p]
HMR_1758	[1.0][m00615][c] => [1.0][m00615][p]
HMR_1753	[1.0][m00742][m] => [1.0][m00742][c]
HMR_1752	[1.0][m02977][m] => [1.0][m02977][c]
HMR_1751	[1.0][m00753][m] + [1.0][m02039][m] + [1.0][m02555][m] + [1.0][m02630][m] => [1.0][m00742][m] + [1.0][m02040][m] + [1.0][m02554][m]
HMR_1750	[1.0][m00746][m] + [3.0][m02039][m] + [1.0][m02555][m] + [1.0][m02630][m] => [1.0][m02040][m] + [1.0][m02554][m] + [1.0][m02977][m]
HMR_1756	[1.0][m00742][c] + [1.0][m01371][c] + [1.0][m01597][c] + [2.0][m02039][c] => [1.0][m00743][c] + [1.0][m01334][c] + [1.0][m02040][c] + [1.0][m02759][c]
HMR_1754	[1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02977][c] => [1.0][m00615][c] + [1.0][m01334][c] + [1.0][m02040][c] + [1.0][m02759][c]
HMR_8349	[1.0][m01685][c] + [2.0][m02040][c] + [1.0][m02552][c] => [1.0][m01681][c] + [1.0][m02039][c] + [1.0][m02553][c]
HMR_8348	[1.0][m01685][c] + [1.0][m02039][c] + [1.0][m02555][c] <=> [1.0][m02379][c] + [1.0][m02554][c]
HMR_8347	[1.0][m02379][c] => [1.0][m02379][r]
HMR_8346	[1.0][m02040][r] + [1.0][m02379][r] <=> [1.0][m02378][r]
HMR_8345	[1.0][m01685][r] + [1.0][m02040][r] <=> [1.0][m01973][r]
HMR_8344	[1.0][m02039][r] + [1.0][m02555][r] + [1.0][m01973][r] <=> [1.0][m02378][r] + [1.0][m02554][r]
HMR_8343	[1.0][m02338][c] => [1.0][m02338][s]
HMR_8342	[1.0][m02039][c] + [1.0][m02425][c] + [1.0][m02553][c] <=> [1.0][m02338][c] + [1.0][m02552][c]
HMR_8341	[1.0][m02039][c] + [1.0][m02337][c] + [1.0][m02555][c] => [1.0][m02338][c] + [1.0][m02554][c]
HMR_8340	[1.0][m02337][c] <=> [1.0][m02337][s]
HMR_0592	[1.0][m00487][c] + [1.0][m01273][c] => [1.0][m01597][c] + [1.0][m02730][c]
HMR_0593	[1.0][m00489][c] + [1.0][m01275][c] => [1.0][m01597][c] + [1.0][m02732][c]
HMR_0590	[1.0][m00486][c] + [1.0][m01272][c] => [1.0][m01597][c] + [1.0][m02729][c]
HMR_0591	[1.0][m00488][c] + [1.0][m01274][c] => [1.0][m01597][c] + [1.0][m02731][c]
HMR_0596	[1.0][m02040][c] + [1.0][m02733][c] => [1.0][m00240][c] + [1.0][m02751][c]
HMR_0597	[1.0][m02040][c] + [1.0][m02728][c] => [1.0][m00235][c] + [1.0][m02751][c]
HMR_0594	[1.0][m00473][c] + [1.0][m01269][c] => [1.0][m01597][c] + [1.0][m02726][c]
HMR_0598	[1.0][m02040][c] + [1.0][m02729][c] => [1.0][m00236][c] + [1.0][m02751][c]
HMR_0599	[1.0][m02040][c] + [1.0][m02731][c] => [1.0][m00238][c] + [1.0][m02751][c]
HMR_4695	[1.0][m00639][c] + [1.0][m01279][c] <=> [1.0][m02751][c] + [1.0][m01666][c]
HMR_4694	[1.0][m02040][c] + [1.0][m01666][c] => [1.0][m02578][c] + [1.0][m01671][c]
HMR_4697	[1.0][m02040][c] + [1.0][m02552][c] + [1.0][m01394][c] => [2.0][m02039][c] + [1.0][m02553][c] + [1.0][m01393][c]
HMR_4696	[1.0][m02552][c] + [1.0][m01513][c] => [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m01394][c]
HMR_4691	[1.0][m00970][s] + [2.0][m02519][s] => [1.0][m00970][c] + [2.0][m02519][c]
HMR_4690	[1.0][m01974][c] => [1.0][m00970][c] + [1.0][m01596][c]
HMR_4693	[1.0][m00970][m] + [1.0][m01306][m] <=> [1.0][m01974][m] + [1.0][m02942][m]
HMR_4692	[1.0][m00970][c] <=> [1.0][m00970][m]
HMR_4879	[1.0][m03108][c] + [1.0][m03114][r] <=> [1.0][m03108][r] + [1.0][m03114][c]
HMR_4878	[1.0][m03108][c] <=> [1.0][m03108][r]
HMR_4699	[1.0][m01393][c] + [1.0][m02133][c] => [1.0][m01708][c] + [1.0][m02471][c]
HMR_4698	[1.0][m02040][c] + [1.0][m02554][c] + [1.0][m01394][c] => [2.0][m02039][c] + [1.0][m02555][c] + [1.0][m01393][c]
HMR_4746	[1.0][m02040][c] + [4.0][m02756][c] => [4.0][m02578][c] + [1.0][m02151][c]
HMR_3470	[1.0][m00091][p] + [1.0][m02630][p] => [1.0][m00072][p] + [1.0][m02041][p]
HMR_3471	[1.0][m00072][p] + [1.0][m02039][p] + [1.0][m02555][p] <=> [1.0][m00089][p] + [1.0][m02554][p]
HMR_3472	[1.0][m00089][p] => [1.0][m03009][p]
HMR_3473	[1.0][m01334][p] + [1.0][m01371][c] => [1.0][m01334][c] + [1.0][m01371][p]
HMR_3475	[1.0][m02040][p] + [1.0][m01261][p] => [1.0][m01597][p] + [1.0][m01252][p]
HMR_3476	[1.0][m02040][p] + [1.0][m01836][p] => [1.0][m01597][p] + [1.0][m01833][p]
HMR_3477	[1.0][m02040][c] + [1.0][m01836][c] => [1.0][m01597][c] + [1.0][m01833][c]
HMR_3478	[1.0][m02746][c] => [1.0][m02746][p]
HMR_5618	[1.0][m02519][s] + [1.0][m01307][c] + [1.0][m01975][s] => [1.0][m02519][c] + [1.0][m01307][s] + [1.0][m01975][c]
HMR_5619	[1.0][m02519][s] + [1.0][m01975][s] + [1.0][m02896][c] => [1.0][m02519][c] + [1.0][m01975][c] + [1.0][m02896][s]
HMR_5616	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m02184][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m02184][s]
HMR_5617	[1.0][m02519][s] + [1.0][m01975][s] + [1.0][m01986][c] => [1.0][m02519][c] + [1.0][m01975][c] + [1.0][m01986][s]
HMR_5614	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m02993][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m02993][s]
HMR_5615	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m02136][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m02136][s]
HMR_5612	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m01369][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m01369][s]
HMR_5613	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m03135][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m03135][s]
HMR_5610	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m02360][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m02360][s]
HMR_5611	[1.0][m02519][s] + [1.0][m01307][s] + [1.0][m02770][c] => [1.0][m02519][c] + [1.0][m01307][c] + [1.0][m02770][s]
HMR_8932	[1.0][m02046][c] + [1.0][m02783][s] => [1.0][m02046][s] + [1.0][m02783][c]
HMR_4744	[2.0][m01074][c] => [2.0][m02040][c] + [1.0][m02756][c]
HMR_0404	[1.0][m01696][s] => [1.0][m01696][c]
HMR_0746	[1.0][m02040][c] + [1.0][m02928][c] => [1.0][m02751][c] + [1.0][m02927][c]
HMR_4740	[1.0][m00556][c] + [1.0][m02040][c] <=> [1.0][m00631][c]
HMR_7966	[1.0][m01339][c] <=> [1.0][m01339][r]
HMR_3409	[1.0][m00106][m] + [8.0][m01597][m] + [6.0][m01802][m] + [8.0][m02040][m] + [8.0][m02552][m] => [6.0][m01803][m] + [8.0][m02039][m] + [8.0][m02553][m] + [9.0][m01261][m]
HMR_8556	[1.0][m02039][r] + [1.0][m02555][r] + [1.0][m02630][r] + [1.0][m01362][r] => [1.0][m00270][r] + [1.0][m02040][r] + [1.0][m02554][r]
HMR_8557	[1.0][m02039][c] + [1.0][m02555][c] + [2.0][m02630][c] + [1.0][m01362][c] => [1.0][m02040][c] + [1.0][m02554][c] + [1.0][m02794][c]
HMR_1968	[1.0][m02552][r] + [1.0][m01660][r] => [1.0][m01075][r] + [1.0][m02039][r] + [1.0][m02553][r]
HMR_1969	[1.0][m02682][c] + [1.0][m01660][c] => [1.0][m02681][c] + [1.0][m01659][c]
HMR_1960	[1.0][m00408][r] + [1.0][m02039][r] + [1.0][m02555][r] + [1.0][m02630][r] <=> [1.0][m02040][r] + [1.0][m02554][r] + [1.0][m01252][r] + [1.0][m01660][r]
HMR_1962	[1.0][m00408][c] + [1.0][m02682][c] => [1.0][m00407][c] + [1.0][m02681][c]
HMR_1963	[1.0][m00407][c] + [1.0][m02040][c] => [1.0][m00408][c] + [1.0][m02946][c]
HMR_1967	[1.0][m02552][c] + [1.0][m01660][c] => [1.0][m01075][c] + [1.0][m02039][c] + [1.0][m02553][c]
HMR_7964	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m01795][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m01795][s]
HMR_7575	[1.0][m02040][l] + [1.0][m01651][l] => [1.0][m02527][l] + [1.0][m01653][l]
HMR_7574	[1.0][m02040][l] + [1.0][m01652][l] => [1.0][m00198][l] + [1.0][m01651][l]
HMR_7577	[2.0][m02040][l] + [1.0][m02324][l] => [2.0][m01910][l] + [1.0][m02508][l]
HMR_7576	[2.0][m02040][l] + [1.0][m01653][l] => [2.0][m02543][l] + [1.0][m02324][l]
HMR_2051	[1.0][m02039][r] + [1.0][m02555][r] + [1.0][m02630][r] + [1.0][m01790][r] => [1.0][m01000][r] + [1.0][m02040][r] + [1.0][m02554][r]
HMR_2050	[1.0][m02039][l] + [1.0][m02555][l] + [1.0][m02630][l] + [1.0][m01790][l] => [1.0][m01000][l] + [1.0][m02040][l] + [1.0][m02554][l]
HMR_2053	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m02630][c] + [1.0][m01790][c] => [1.0][m00400][c] + [1.0][m02040][c] + [1.0][m02554][c]
HMR_2052	[1.0][m01000][c] + [1.0][m02877][c] <=> [1.0][m01012][c] + [1.0][m02871][c]
HMR_0766	[1.0][m01910][s] + [1.0][m01972][s] => [1.0][m02040][s] + [1.0][m02328][s]
HMR_2059	[1.0][m00650][r] + [1.0][m02877][r] <=> [1.0][m00660][r] + [1.0][m02871][r]
HMR_7578	[2.0][m02040][l] + [1.0][m02508][l] => [1.0][m00141][l] + [2.0][m02527][l]
HMR_6734	[1.0][m02040][c] + [1.0][m02875][c] <=> [1.0][m01249][c] + [1.0][m01736][c]
HMR_6735	[1.0][m02877][c] + [1.0][m02875][c] => [1.0][m02871][c] + [1.0][m02873][c]
HMR_6736	[1.0][m02877][c] + [1.0][m02875][c] => [1.0][m02603][c] + [1.0][m02871][c]
HMR_6737	[1.0][m02877][c] + [1.0][m02875][c] => [1.0][m00156][c] + [1.0][m02871][c]
HMR_6730	[1.0][m02354][c] + [1.0][m02877][c] => [1.0][m00830][c] + [1.0][m02871][c]
HMR_6731	[1.0][m02354][c] => [1.0][m01596][c] + [1.0][m01736][c]
HMR_1500	[1.0][m00809][c] + [3.0][m02039][c] + [1.0][m02554][c] <=> [1.0][m00968][c] + [1.0][m02555][c]
HMR_6733	[2.0][m02519][s] + [1.0][m01736][s] => [2.0][m02519][c] + [1.0][m01736][c]
HMR_6738	[1.0][m02040][c] + [1.0][m02876][c] <=> [1.0][m01736][c] + [1.0][m02819][c]
HMR_6739	[1.0][m02877][c] + [1.0][m02876][c] => [1.0][m02871][c] + [1.0][m02874][c]
HMR_6228	[1.0][m02026][c] + [1.0][m02046][c] + [1.0][m02780][s] <=> [1.0][m02026][s] + [1.0][m02046][s] + [1.0][m02780][c]
HMR_1509	[1.0][m01067][c] + [1.0][m02039][c] + [1.0][m02555][c] => [1.0][m02554][c] + [1.0][m03158][c]
HMR_7478	[1.0][m03111][g] + [1.0][m02296][g] => [1.0][m03106][g] + [1.0][m02297][g]
HMR_7474	[1.0][m03107][g] + [1.0][m02292][g] => [1.0][m03106][g] + [1.0][m02293][g]
HMR_7475	[1.0][m03111][g] + [1.0][m02293][g] => [1.0][m03106][g] + [1.0][m02294][g]
HMR_7961	[1.0][m01158][c] <=> [1.0][m01158][s]
HMR_7476	[1.0][m02682][g] + [1.0][m02294][g] => [1.0][m02681][g] + [1.0][m02295][g]
HMR_0013	[1.0][m02048][s] => [160.0][m01451][s] + [20.0][m01450][s] + [1.0][m02047][s]
HMR_2117	[1.0][m02039][m] + [1.0][m02555][m] + [1.0][m02630][m] + [1.0][m03142][m] => [1.0][m02040][m] + [1.0][m02554][m] + [1.0][m01415][m]
HMR_0540	[1.0][m00110][c] + [1.0][m02914][c] => [1.0][m00456][c] + [1.0][m01597][c]
HMR_2110	[1.0][m00410][c] + [1.0][m02026][c] <=> [1.0][m00641][c]
HMR_0011	[0.5][m01820][s] + [0.5][m01807][s] => [1.0][m01819][s]
HMR_7471	[2.0][m03107][g] + [1.0][m01609][g] => [2.0][m03106][g] + [1.0][m02289][g]
HMR_9753	[1.0][m00260][l] => [1.0][m00260][c]
HMR_9752	[1.0][m00135][l] => [1.0][m00135][c]
HMR_9751	[1.0][m00132][l] => [1.0][m00132][c]
HMR_0542	[1.0][m00009][c] + [1.0][m02914][c] => [1.0][m00440][c] + [1.0][m01597][c]
HMR_9757	[1.0][m01197][l] => [1.0][m01197][c]
HMR_7472	[1.0][m01592][g] + [1.0][m02289][g] => [1.0][m01590][g] + [1.0][m02291][g]
HMR_9755	[1.0][m00315][l] => [1.0][m00315][c]
HMR_9754	[1.0][m00265][l] => [1.0][m00265][c]
HMR_0017	[1.0][m02909][s] => [0.125][m01410][s] + [0.125][m01648][s] + [0.125][m02108][s] + [0.125][m02120][s] + [0.125][m02614][s] + [0.125][m02642][s] + [0.125][m03117][s] + [0.125][m03134][s]
HMR_9759	[1.0][m01235][l] => [1.0][m01235][c]
HMR_7473	[1.0][m03111][g] + [1.0][m02291][g] => [1.0][m03106][g] + [1.0][m02292][g]
HMR_0544	[1.0][m00264][c] + [1.0][m02914][c] => [1.0][m00437][c] + [1.0][m01597][c]
HMR_8484	[1.0][m01371][m] + [1.0][m02170][m] => [1.0][m01285][m] + [1.0][m02167][m]
HMR_8485	[1.0][m02040][g] + [1.0][m03106][g] => [1.0][m02751][g] + [1.0][m03114][g]
HMR_8486	[1.0][m02751][c] + [1.0][m01280][c] <=> [1.0][m01279][c] + [1.0][m02844][c]
HMR_8487	[1.0][m02040][s] + [1.0][m03114][s] => [1.0][m02751][s] + [1.0][m03123][s]
HMR_8480	[1.0][m02040][n] + [1.0][m01668][n] => [1.0][m02578][n] + [1.0][m01673][n]
HMR_8481	[1.0][m01637][m] + [1.0][m01680][m] <=> [1.0][m01642][m] + [1.0][m01686][m]
HMR_8482	[1.0][m02039][m] + [1.0][m02555][m] + [1.0][m02666][m] => [1.0][m02554][m] + [1.0][m02990][m]
HMR_8483	[1.0][m02040][n] + [1.0][m01756][n] => [1.0][m02759][n] + [1.0][m01755][n]
HMR_5420	[1.0][m01821][c] => [1.0][m01821][m]
HMR_5423	[1.0][m01623][c] <=> [1.0][m01623][n]
HMR_5422	[1.0][m02759][c] <=> [1.0][m02759][n]
HMR_8488	[1.0][m02040][c] + [1.0][m03154][c] => [1.0][m02759][c] + [1.0][m03150][c]
HMR_8489	[1.0][m02040][c] + [1.0][m02193][c] => [1.0][m02167][c] + [1.0][m02759][c]
HMR_5426	[1.0][m01253][c] + [1.0][m02819][m] <=> [1.0][m01253][m] + [1.0][m02819][c]
HMR_0548	[0.0005][m00004][c] + [0.0005][m00006][c] + [0.0005][m00007][c] + [0.0005][m00009][c] + [0.0005][m00012][c] + [0.0005][m00016][c] + [0.0005][m00018][c] + [0.0005][m00020][c] + [0.0005][m00023][c] + [0.0005][m00025][c] + [0.0039][m00093][c] + [0.0252][m00095][c] + [0.0005][m00101][c] + [0.0109][m00103][c] + [0.0005][m00106][c] + [0.0026][m00108][c] + [0.0005][m00110][c] + [0.0005][m00113][c] + [0.0005][m00116][c] + [0.0005][m00118][c] + [0.0011][m00119][c] + [0.0056][m00121][c] + [0.0005][m00123][c] + [0.0178][m00125][c] + [0.0005][m00127][c] + [0.0005][m00129][c] + [0.0005][m00131][c] + [0.0005][m00134][c] + [0.0005][m00262][c] + [0.0005][m00264][c] + [0.0005][m00317][c] + [0.0005][m00343][c] + [0.0005][m01141][c] + [0.0105][m01191][c] + [0.0005][m01236][c] + [0.0005][m01237][c] + [0.0709][m01364][c] + [0.0271][m01586][c] + [0.0228][m01697][c] + [0.0005][m01725][c] + [0.0005][m01773][c] + [0.0036][m01934][c] + [0.0005][m02052][c] + [0.0005][m02101][c] + [0.0005][m02110][c] + [0.0005][m02112][c] + [0.0005][m02345][c] + [0.0047][m02390][c] + [0.2479][m02391][c] + [0.0054][m02495][c] + [0.0005][m02612][c] + [0.1143][m02647][c] + [0.0005][m02677][c] + [0.2781][m02678][c] + [0.0005][m02689][c] + [0.1271][m02941][c] + [0.0005][m02971][c] + [0.0005][m03047][c] + [0.0005][m03050][c] => [1.0][m01271][c]
HMR_9289	[1.0][m01617][x] <=> [1.0][m01617][s]
HMR_9288	[1.0][m01595][x] <=> [1.0][m01595][s]
HMR_9281	[1.0][m01988][x] <=> [1.0][m01988][s]
HMR_9280	[1.0][m01445][x] <=> [1.0][m01445][s]
HMR_9283	[1.0][m01987][x] <=> [1.0][m01987][s]
HMR_9282	[1.0][m02963][x] <=> [1.0][m02963][s]
HMR_9285	[1.0][m01450][x] <=> [1.0][m01450][s]
HMR_9284	[1.0][m02962][x] <=> [1.0][m02962][s]
HMR_9287	[1.0][m01590][x] <=> [1.0][m01590][s]
HMR_9286	[1.0][m01587][x] <=> [1.0][m01587][s]
HMR_9577	[1.0][m01371][c] + [1.0][m00196][c] => [1.0][m01285][c] + [1.0][m02742][c]
HMR_9575	[1.0][m01114][c] + [1.0][m02890][c] => [1.0][m02891][c] + [1.0][m02979][c]
HMR_9574	[1.0][m00994][r] + [1.0][m03109][r] => [1.0][m03106][r] + [1.0][m02825][r]
HMR_9573	[1.0][m00994][c] + [1.0][m03109][c] => [1.0][m03106][c] + [1.0][m02825][c]
HMR_9572	[1.0][m02326][s] + [1.0][m01974][s] => [1.0][m01596][s] + [1.0][m02040][s] + [1.0][m01925][s]
HMR_9571	[1.0][m02040][s] + [1.0][m01926][s] => [1.0][m02326][s] + [1.0][m01974][s]
HMR_9570	[1.0][m02040][c] + [1.0][m02670][c] => [1.0][m01334][c] + [1.0][m01371][c]
HMR_9579	[1.0][m01371][c] + [1.0][m02801][c] => [1.0][m01285][c] + [1.0][m02656][c]
HMR_9578	[1.0][m02040][c] + [1.0][m02742][c] => [1.0][m02751][c] + [1.0][m00196][c]
HMR_0369	[1.0][m00135][c] + [1.0][m01371][c] + [1.0][m01597][c] <=> [1.0][m00134][c] + [1.0][m01334][c] + [1.0][m02759][c]
HMR_0368	[1.0][m00135][s] => [1.0][m00135][c]
HMR_0365	[1.0][m00121][c] + [1.0][m01334][c] + [1.0][m02759][c] <=> [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m01741][c]
HMR_0364	[1.0][m01741][s] => [1.0][m01741][c]
HMR_0367	[1.0][m01371][c] + [1.0][m01741][c] + [1.0][m02040][c] => [1.0][m01285][c] + [1.0][m01741][s] + [1.0][m02751][c]
HMR_0366	[1.0][m00121][c] + [1.0][m02040][c] => [1.0][m01597][c] + [1.0][m01741][c]
HMR_0361	[1.0][m00103][c] + [1.0][m01334][c] + [1.0][m02759][c] <=> [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m01784][c]
HMR_0360	[1.0][m01784][s] => [1.0][m01784][c]
HMR_0363	[1.0][m01371][c] + [1.0][m01784][c] + [1.0][m02040][c] => [1.0][m01285][c] + [1.0][m01784][s] + [1.0][m02751][c]
HMR_0362	[1.0][m00103][c] + [1.0][m02040][c] => [1.0][m01597][c] + [1.0][m01784][c]
HMR_4775	[1.0][m01746][c] + [1.0][m02193][c] <=> [1.0][m02161][c] + [1.0][m02955][c]
HMR_2334	[1.0][m00879][c] + [1.0][m02039][c] + [1.0][m02555][c] => [1.0][m00715][c] + [1.0][m02554][c]
HMR_7498	[1.0][m02682][g] + [1.0][m01516][g] => [1.0][m02681][g] + [1.0][m01517][g]
HMR_2336	[1.0][m00715][c] => [1.0][m02040][c] + [1.0][m03016][c]
HMR_2330	[1.0][m02039][c] + [1.0][m02555][c] + [1.0][m03015][c] => [1.0][m00025][c] + [1.0][m02554][c]
HMR_2332	[1.0][m00025][c] + [1.0][m02444][c] => [1.0][m00879][c] + [1.0][m01596][c] + [1.0][m01597][c]
HMR_8628	[1.0][m02040][c] + [1.0][m02532][c] => [1.0][m01252][c] + [1.0][m01370][c]
HMR_8629	[1.0][m02519][s] + [1.0][m01365][s] => [1.0][m02519][c] + [1.0][m01365][c]
HMR_8158	[1.0][m02902][c] <=> [1.0][m02902][s]
HMR_8159	[1.0][m01592][g] + [1.0][m02905][g] => [1.0][m01590][g] + [1.0][m02903][g]
HMR_3869	[1.0][m02027][m] + [1.0][m02039][m] + [1.0][m02553][m] => [2.0][m02026][m] + [1.0][m02552][m]
